State FIPS,AREA TYPE,AREA NAME,YEAR,MONTH,SEASONALLY ADJUSTED,LABORFORCE,EMPLOYMENT,UNEMPLOYMENT,UNEMPLOYMENT RATE,LABFORCE_PART RATE
19,County,Monroe County,2020,April,0,4070,3690,380,9.3,
19,County,Monroe County,2020,March,0,4040,3890,150,3.8,
19,County,Monroe County,2020,February,0,4150,4020,130,3.1,
19,County,Monroe County,2020,January,0,4150,4000,150,3.7,
19,County,Monroe County,2019,December,0,4120,4010,110,2.6,
19,County,Monroe County,2019,November,0,4130,4030,100,2.4,
19,County,Monroe County,2019,October,0,4160,4050,110,2.6,
19,County,Monroe County,2019,September,0,4170,4050,120,2.9,
19,County,Monroe County,2019,August,0,4120,3990,130,3,
19,County,Monroe County,2019,July,0,4120,4010,110,2.7,
19,County,Monroe County,2019,June,0,4130,4020,110,2.6,
19,County,Monroe County,2019,May,0,4030,3940,100,2.4,
19,County,Monroe County,2019,April,0,3990,3900,90,2.3,
19,County,Monroe County,2019,March,0,4050,3910,140,3.5,
19,County,Monroe County,2019,February,0,4120,3970,150,3.6,
19,County,Monroe County,2019,January,0,4080,3920,170,4.1,
19,County,Monroe County,2018,December,0,4050,3920,120,3.1,
19,County,Monroe County,2018,November,0,4010,3910,90,2.3,
19,County,Monroe County,2018,October,0,3970,3890,80,2.1,
19,County,Monroe County,2018,September,0,4010,3900,100,2.6,
19,County,Monroe County,2018,August,0,3930,3810,120,3,
19,County,Monroe County,2018,July,0,3970,3870,110,2.7,
19,County,Monroe County,2018,June,0,4030,3920,110,2.8,
19,County,Monroe County,2018,May,0,3970,3870,100,2.4,
19,County,Monroe County,2018,April,0,3880,3780,100,2.5,
19,County,Monroe County,2018,March,0,3920,3780,140,3.5,
19,County,Monroe County,2018,February,0,3890,3740,150,3.8,
19,County,Monroe County,2018,January,0,3860,3690,170,4.5,
19,County,Monroe County,2017,December,0,3850,3710,140,3.6,
19,County,Monroe County,2017,November,0,3830,3710,120,3.2,
19,County,Monroe County,2017,October,0,3890,3770,120,3.2,
19,County,Monroe County,2017,September,0,3950,3810,150,3.7,
19,County,Monroe County,2017,August,0,3970,3820,150,3.8,
19,County,Monroe County,2017,July,0,4000,3870,140,3.4,
19,County,Monroe County,2017,June,0,4010,3870,140,3.4,
19,County,Monroe County,2017,May,0,3950,3820,130,3.4,
19,County,Monroe County,2017,April,0,3950,3810,130,3.3,
19,County,Monroe County,2017,March,0,3930,3770,160,4.1,
19,County,Monroe County,2017,February,0,3950,3770,180,4.6,
19,County,Monroe County,2017,January,0,3900,3690,210,5.3,
19,County,Monroe County,2016,December,0,3890,3710,180,4.7,
19,County,Monroe County,2016,November,0,3910,3730,180,4.7,
19,County,Monroe County,2016,October,0,3950,3790,160,4.1,
19,County,Monroe County,2016,September,0,3970,3800,170,4.4,
19,County,Monroe County,2016,August,0,3980,3790,190,4.7,
19,County,Monroe County,2016,July,0,4050,3850,200,5,
19,County,Monroe County,2016,June,0,4080,3900,180,4.3,
19,County,Monroe County,2016,May,0,4010,3850,160,3.9,
19,County,Monroe County,2016,April,0,4000,3840,160,4,
19,County,Monroe County,2016,March,0,3970,3780,190,4.8,
19,County,Monroe County,2016,February,0,3980,3790,200,4.9,
19,County,Monroe County,2016,January,0,3940,3730,210,5.4,
19,County,Monroe County,2015,December,0,3930,3740,190,4.7,
19,County,Monroe County,2015,November,0,3900,3750,150,3.7,
19,County,Monroe County,2015,October,0,3980,3810,170,4.2,
19,County,Monroe County,2015,September,0,4030,3850,180,4.4,
19,County,Monroe County,2015,August,0,4030,3860,170,4.1,
19,County,Monroe County,2015,July,0,4090,3930,170,4,
19,County,Monroe County,2015,June,0,4140,3970,170,4.1,
19,County,Monroe County,2015,May,0,4080,3920,160,3.9,
19,County,Monroe County,2015,April,0,4010,3870,150,3.7,
19,County,Monroe County,2015,March,0,4090,3890,200,4.9,
19,County,Monroe County,2015,February,0,4090,3880,210,5.1,
19,County,Monroe County,2015,January,0,4100,3860,240,5.8,
19,County,Monroe County,2014,December,0,4020,3820,200,5.1,
19,County,Monroe County,2014,November,0,4070,3880,200,4.8,
19,County,Monroe County,2014,October,0,4140,3960,170,4.2,
19,County,Monroe County,2014,September,0,4160,3950,200,4.9,
19,County,Monroe County,2014,August,0,4140,3940,200,4.9,
19,County,Monroe County,2014,July,0,4120,3920,200,4.7,
19,County,Monroe County,2014,June,0,4140,3950,200,4.7,
19,County,Monroe County,2014,May,0,4040,3850,190,4.6,
19,County,Monroe County,2014,April,0,4010,3840,170,4.2,
19,County,Monroe County,2014,March,0,4050,3810,230,5.8,
19,County,Monroe County,2014,February,0,4020,3770,250,6.1,
19,County,Monroe County,2014,January,0,4020,3750,260,6.6,
19,County,Monroe County,2013,December,0,3980,3740,230,5.9,
19,County,Monroe County,2013,November,0,3980,3780,200,5.1,
19,County,Monroe County,2013,October,0,4010,3800,220,5.4,
19,County,Monroe County,2013,September,0,4120,3900,220,5.3,
19,County,Monroe County,2013,August,0,4040,3830,210,5.3,
19,County,Monroe County,2013,July,0,4090,3870,220,5.3,
19,County,Monroe County,2013,June,0,4110,3890,230,5.5,
19,County,Monroe County,2013,May,0,3990,3780,210,5.3,
19,County,Monroe County,2013,April,0,4000,3780,220,5.4,
19,County,Monroe County,2013,March,0,4010,3750,260,6.5,
19,County,Monroe County,2013,February,0,4010,3750,260,6.5,
19,County,Monroe County,2013,January,0,4040,3750,290,7.3,
19,County,Monroe County,2012,December,0,4030,3800,230,5.7,
19,County,Monroe County,2012,November,0,4000,3800,190,4.8,
19,County,Monroe County,2012,October,0,4050,3850,200,4.8,
19,County,Monroe County,2012,September,0,4000,3780,230,5.7,
19,County,Monroe County,2012,August,0,3920,3690,230,5.8,
19,County,Monroe County,2012,July,0,4000,3780,230,5.6,
19,County,Monroe County,2012,June,0,4030,3810,220,5.6,
19,County,Monroe County,2012,May,0,3950,3750,210,5.2,
19,County,Monroe County,2012,April,0,3940,3730,220,5.5,
19,County,Monroe County,2012,March,0,3990,3730,260,6.4,
19,County,Monroe County,2012,February,0,4000,3710,290,7.2,
19,County,Monroe County,2012,January,0,4030,3740,290,7.2,
19,County,Monroe County,2011,December,0,4000,3750,250,6.3,
19,County,Monroe County,2011,November,0,3980,3760,220,5.6,
19,County,Monroe County,2011,October,0,4040,3810,230,5.6,
19,County,Monroe County,2011,September,0,4050,3770,270,6.8,
19,County,Monroe County,2011,August,0,3990,3740,250,6.3,
19,County,Monroe County,2011,July,0,4050,3810,250,6,
19,County,Monroe County,2011,June,0,4080,3810,280,6.8,
19,County,Monroe County,2011,May,0,4030,3780,250,6.2,
19,County,Monroe County,2011,April,0,4020,3750,260,6.6,
19,County,Monroe County,2011,March,0,4120,3790,330,8.1,
19,County,Monroe County,2011,February,0,4110,3760,350,8.6,
19,County,Monroe County,2011,January,0,4160,3790,370,8.8,
19,County,Monroe County,2010,December,0,4090,3790,300,7.3,
19,County,Monroe County,2010,November,0,4060,3800,260,6.3,
19,County,Monroe County,2010,October,0,4130,3880,250,6.1,
19,County,Monroe County,2010,September,0,4130,3830,290,7.1,
19,County,Monroe County,2010,August,0,4040,3760,280,6.8,
19,County,Monroe County,2010,July,0,4080,3820,260,6.4,
19,County,Monroe County,2010,June,0,4140,3860,270,6.6,
19,County,Monroe County,2010,May,0,4070,3820,260,6.3,
19,County,Monroe County,2010,April,0,4100,3810,300,7.2,
19,County,Monroe County,2010,March,0,4110,3750,360,8.8,
19,County,Monroe County,2010,February,0,4050,3680,380,9.3,
19,County,Monroe County,2010,January,0,4040,3640,400,10,
19,County,Monroe County,2009,December,0,4170,3850,330,7.8,
19,County,Monroe County,2009,November,0,4230,3900,330,7.7,
19,County,Monroe County,2009,October,0,4270,3960,310,7.2,
19,County,Monroe County,2009,September,0,4320,4010,300,7,
19,County,Monroe County,2009,August,0,4360,3950,400,9.2,
19,County,Monroe County,2009,July,0,4350,4010,340,7.8,
19,County,Monroe County,2009,June,0,4440,4110,320,7.3,
19,County,Monroe County,2009,May,0,4320,4000,320,7.3,
19,County,Monroe County,2009,April,0,4330,4010,320,7.3,
19,County,Monroe County,2009,March,0,4350,4010,350,7.9,
19,County,Monroe County,2009,February,0,4320,4000,320,7.4,
19,County,Monroe County,2009,January,0,4290,3990,300,7.1,
19,County,Monroe County,2008,December,0,4310,4080,230,5.4,
19,County,Monroe County,2008,November,0,4280,4110,180,4.1,
19,County,Monroe County,2008,October,0,4340,4180,160,3.6,
19,County,Monroe County,2008,September,0,4300,4130,170,4,
19,County,Monroe County,2008,August,0,4180,3990,190,4.5,
19,County,Monroe County,2008,July,0,4240,4060,180,4.2,
19,County,Monroe County,2008,June,0,4290,4090,200,4.7,
19,County,Monroe County,2008,May,0,4200,4050,150,3.7,
19,County,Monroe County,2008,April,0,4190,4020,170,4.1,
19,County,Monroe County,2008,March,0,4100,3900,200,4.9,
19,County,Monroe County,2008,February,0,4100,3900,200,4.8,
19,County,Monroe County,2008,January,0,4140,3930,220,5.2,
19,County,Monroe County,2007,December,0,4090,3910,180,4.4,
19,County,Monroe County,2007,November,0,4140,3980,160,3.8,
19,County,Monroe County,2007,October,0,4120,3980,150,3.5,
19,County,Monroe County,2007,September,0,4190,4030,160,3.8,
19,County,Monroe County,2007,August,0,4130,3960,170,4,
19,County,Monroe County,2007,July,0,4240,4080,160,3.7,
19,County,Monroe County,2007,June,0,4330,4160,180,4,
19,County,Monroe County,2007,May,0,4170,4020,160,3.7,
19,County,Monroe County,2007,April,0,4180,4010,180,4.2,
19,County,Monroe County,2007,March,0,4180,3990,200,4.7,
19,County,Monroe County,2007,February,0,4170,3970,200,4.9,
19,County,Monroe County,2007,January,0,4190,4000,200,4.7,
19,County,Monroe County,2006,December,0,4180,4020,160,3.9,
19,County,Monroe County,2006,November,0,4120,3980,140,3.4,
19,County,Monroe County,2006,October,0,4100,3950,160,3.8,
19,County,Monroe County,2006,September,0,4510,4330,180,3.9,
19,County,Monroe County,2006,August,0,4360,4190,170,3.9,
19,County,Monroe County,2006,July,0,4350,4200,150,3.5,
19,County,Monroe County,2006,June,0,4380,4210,170,3.8,
19,County,Monroe County,2006,May,0,4210,4070,140,3.3,
19,County,Monroe County,2006,April,0,4130,3980,150,3.6,
19,County,Monroe County,2006,March,0,4070,3890,170,4.3,
19,County,Monroe County,2006,February,0,4060,3850,200,5,
19,County,Monroe County,2006,January,0,4030,3820,210,5.2,
19,County,Monroe County,2005,December,0,4040,3830,200,5.1,
19,County,Monroe County,2005,November,0,3960,3790,170,4.3,
19,County,Monroe County,2005,October,0,3950,3770,180,4.5,
19,County,Monroe County,2005,September,0,3930,3750,180,4.6,
19,County,Monroe County,2005,August,0,3820,3640,180,4.7,
19,County,Monroe County,2005,July,0,3830,3650,180,4.7,
19,County,Monroe County,2005,June,0,3960,3770,180,4.6,
19,County,Monroe County,2005,May,0,3850,3670,180,4.6,
19,County,Monroe County,2005,April,0,3790,3600,180,4.9,
19,County,Monroe County,2005,March,0,3770,3540,230,6.1,
19,County,Monroe County,2005,February,0,3790,3550,240,6.4,
19,County,Monroe County,2005,January,0,3770,3530,240,6.4,
19,County,Monroe County,2004,December,0,3650,3450,200,5.4,
19,County,Monroe County,2004,November,0,3700,3510,190,5.1,
19,County,Monroe County,2004,October,0,3700,3520,180,4.9,
19,County,Monroe County,2004,September,0,3720,3530,190,5.1,
19,County,Monroe County,2004,August,0,3660,3470,190,5.3,
19,County,Monroe County,2004,July,0,3690,3490,200,5.4,
19,County,Monroe County,2004,June,0,3850,3640,210,5.5,
19,County,Monroe County,2004,May,0,3770,3590,180,4.7,
19,County,Monroe County,2004,April,0,3800,3620,180,4.7,
19,County,Monroe County,2004,March,0,3780,3570,210,5.5,
19,County,Monroe County,2004,February,0,3770,3550,220,5.7,
19,County,Monroe County,2004,January,0,3750,3520,230,6.2,
19,County,Monroe County,2003,December,0,3270,3100,180,5.4,
19,County,Monroe County,2003,November,0,3320,3150,170,5.1,
19,County,Monroe County,2003,October,0,3370,3220,150,4.5,
19,County,Monroe County,2003,September,0,3400,3220,190,5.5,
19,County,Monroe County,2003,August,0,3350,3160,190,5.7,
19,County,Monroe County,2003,July,0,3420,3230,190,5.6,
19,County,Monroe County,2003,June,0,3550,3340,210,5.8,
19,County,Monroe County,2003,May,0,3550,3370,190,5.2,
19,County,Monroe County,2003,April,0,3610,3410,200,5.6,
19,County,Monroe County,2003,March,0,3680,3450,230,6.1,
19,County,Monroe County,2003,February,0,3650,3430,230,6.2,
19,County,Monroe County,2003,January,0,3670,3420,240,6.7,
19,County,Monroe County,2002,December,0,3680,3520,170,4.6,
19,County,Monroe County,2002,November,0,3700,3540,160,4.3,
19,County,Monroe County,2002,October,0,3700,3560,150,3.9,
19,County,Monroe County,2002,September,0,3730,3550,170,4.7,
19,County,Monroe County,2002,August,0,3620,3450,170,4.7,
19,County,Monroe County,2002,July,0,3660,3490,170,4.7,
19,County,Monroe County,2002,June,0,3760,3580,180,4.7,
19,County,Monroe County,2002,May,0,3720,3550,170,4.6,
19,County,Monroe County,2002,April,0,3760,3570,180,4.8,
19,County,Monroe County,2002,March,0,3780,3560,210,5.6,
19,County,Monroe County,2002,February,0,3780,3570,220,5.7,
19,County,Monroe County,2002,January,0,3800,3550,260,6.8,
19,County,Monroe County,2001,December,0,3780,3560,220,5.8,
19,County,Monroe County,2001,November,0,3760,3570,190,5.1,
19,County,Monroe County,2001,October,0,3790,3640,150,4,
19,County,Monroe County,2001,September,0,3810,3640,170,4.6,
19,County,Monroe County,2001,August,0,3840,3680,160,4.2,
19,County,Monroe County,2001,July,0,3800,3680,120,3.3,
19,County,Monroe County,2001,June,0,3880,3740,130,3.5,
19,County,Monroe County,2001,May,0,3860,3730,130,3.3,
19,County,Monroe County,2001,April,0,3870,3710,160,4.2,
19,County,Monroe County,2001,March,0,3870,3690,180,4.7,
19,County,Monroe County,2001,February,0,3880,3690,190,4.8,
19,County,Monroe County,2001,January,0,3860,3670,190,4.9,
19,County,Monroe County,2000,December,0,3890,3750,140,3.6,
19,County,Monroe County,2000,November,0,3920,3790,130,3.2,
19,County,Monroe County,2000,October,0,3950,3840,100,2.6,
19,County,Monroe County,2000,September,0,3840,3740,110,2.8,
19,County,Monroe County,2000,August,0,3870,3760,110,2.8,
19,County,Monroe County,2000,July,0,4050,3950,100,2.4,
19,County,Monroe County,2000,June,0,3940,3830,110,2.8,
19,County,Monroe County,2000,May,0,3850,3750,100,2.6,
19,County,Monroe County,2000,April,0,3860,3750,110,2.9,
19,County,Monroe County,2000,March,0,3900,3760,140,3.5,
19,County,Monroe County,2000,February,0,3910,3750,160,4,
19,County,Monroe County,2000,January,0,3890,3730,170,4.2,
19,County,Montgomery County,2022,July,0,4940,4810,130,2.6,
19,County,Montgomery County,2022,June,0,5000,4880,130,2.5,
19,County,Montgomery County,2022,May,0,4940,4840,100,2,
19,County,Montgomery County,2022,April,0,4950,4850,100,1.9,
19,County,Montgomery County,2022,March,0,5000,4860,150,2.9,
19,County,Montgomery County,2022,February,0,5010,4860,150,2.9,
19,County,Montgomery County,2022,January,0,5020,4840,180,3.6,
19,County,Montgomery County,2021,December,0,4930,4760,160,3.3,
19,County,Montgomery County,2021,November,0,4910,4760,150,3,
19,County,Montgomery County,2021,October,0,4890,4740,150,3.1,
19,County,Montgomery County,2021,September,0,4880,4710,170,3.4,
19,County,Montgomery County,2021,August,0,4890,4680,210,4.2,
19,County,Montgomery County,2021,July,0,5010,4780,230,4.6,
19,County,Montgomery County,2021,June,0,4960,4710,250,5.1,
19,County,Montgomery County,2021,May,0,4800,4570,220,4.7,
19,County,Montgomery County,2021,April,0,4790,4590,200,4.3,
19,County,Montgomery County,2021,March,0,4800,4590,210,4.3,
19,County,Montgomery County,2021,February,0,4840,4610,230,4.8,
19,County,Montgomery County,2021,January,0,4880,4660,230,4.6,
19,County,Montgomery County,2020,December,0,4870,4670,210,4.2,
19,County,Montgomery County,2020,November,0,4810,4620,190,3.9,
19,County,Montgomery County,2020,October,0,4800,4640,160,3.4,
19,County,Montgomery County,2020,September,0,4790,4600,190,3.9,
19,County,Montgomery County,2020,August,0,4810,4610,210,4.3,
19,County,Montgomery County,2020,July,0,4810,4570,240,5,
19,County,Montgomery County,2020,June,0,4840,4530,320,6.5,
19,County,Montgomery County,2020,May,0,4810,4480,330,6.8,
19,County,Montgomery County,2020,April,0,4980,4580,390,7.9,
19,County,Montgomery County,2020,March,0,4990,4840,150,3,
19,County,Montgomery County,2020,February,0,5100,4960,140,2.7,
19,County,Montgomery County,2020,January,0,5070,4920,150,3,
19,County,Montgomery County,2019,December,0,5080,4950,130,2.6,
19,County,Montgomery County,2019,November,0,5060,4950,110,2.2,
19,County,Montgomery County,2019,October,0,5030,4930,100,2,
19,County,Montgomery County,2019,September,0,5040,4940,100,2,
19,County,Montgomery County,2019,August,0,5050,4920,130,2.5,
19,County,Montgomery County,2019,July,0,5150,5010,140,2.8,
19,County,Montgomery County,2019,June,0,5210,5080,130,2.5,
19,County,Montgomery County,2019,May,0,5140,5020,120,2.2,
19,County,Montgomery County,2019,April,0,5060,4950,110,2.1,
19,County,Montgomery County,2019,March,0,5050,4900,150,2.9,
19,County,Montgomery County,2019,February,0,5130,4980,150,2.9,
19,County,Montgomery County,2019,January,0,5090,4920,170,3.3,
19,County,Montgomery County,2018,December,0,5070,4930,140,2.8,
19,County,Montgomery County,2018,November,0,5020,4910,100,2.1,
19,County,Montgomery County,2018,October,0,4990,4900,90,1.9,
19,County,Montgomery County,2018,September,0,4990,4890,100,2.1,
19,County,Montgomery County,2018,August,0,4990,4870,130,2.5,
19,County,Montgomery County,2018,July,0,5100,4970,130,2.5,
19,County,Montgomery County,2018,June,0,5080,4960,130,2.5,
19,County,Montgomery County,2018,May,0,5010,4910,100,2,
19,County,Montgomery County,2018,April,0,4910,4800,110,2.2,
19,County,Montgomery County,2018,March,0,4900,4770,130,2.6,
19,County,Montgomery County,2018,February,0,4980,4840,140,2.9,
19,County,Montgomery County,2018,January,0,4930,4790,150,3,
19,County,Montgomery County,2017,December,0,4900,4770,140,2.8,
19,County,Montgomery County,2017,November,0,4880,4760,120,2.4,
19,County,Montgomery County,2017,October,0,4940,4830,120,2.4,
19,County,Montgomery County,2017,September,0,4970,4840,130,2.7,
19,County,Montgomery County,2017,August,0,5060,4890,170,3.3,
19,County,Montgomery County,2017,July,0,5110,4950,160,3.2,
19,County,Montgomery County,2017,June,0,5100,4940,170,3.3,
19,County,Montgomery County,2017,May,0,5010,4860,150,3,
19,County,Montgomery County,2017,April,0,4990,4840,150,3,
19,County,Montgomery County,2017,March,0,5000,4840,160,3.1,
19,County,Montgomery County,2017,February,0,5040,4860,180,3.7,
19,County,Montgomery County,2017,January,0,4980,4770,220,4.3,
19,County,Montgomery County,2016,December,0,4970,4790,180,3.7,
19,County,Montgomery County,2016,November,0,4970,4800,160,3.3,
19,County,Montgomery County,2016,October,0,5000,4840,160,3.2,
19,County,Montgomery County,2016,September,0,5040,4870,170,3.4,
19,County,Montgomery County,2016,August,0,5200,5010,190,3.6,
19,County,Montgomery County,2016,July,0,5290,5100,190,3.6,
19,County,Montgomery County,2016,June,0,5290,5110,180,3.5,
19,County,Montgomery County,2016,May,0,5220,5060,160,3.1,
19,County,Montgomery County,2016,April,0,5180,5020,160,3,
19,County,Montgomery County,2016,March,0,5180,4990,190,3.7,
19,County,Montgomery County,2016,February,0,5200,4990,200,3.9,
19,County,Montgomery County,2016,January,0,5150,4940,210,4.1,
19,County,Montgomery County,2015,December,0,5130,4950,180,3.5,
19,County,Montgomery County,2015,November,0,5120,4940,180,3.4,
19,County,Montgomery County,2015,October,0,5170,5000,160,3.2,
19,County,Montgomery County,2015,September,0,5150,4970,170,3.4,
19,County,Montgomery County,2015,August,0,5240,5060,180,3.4,
19,County,Montgomery County,2015,July,0,5320,5130,190,3.5,
19,County,Montgomery County,2015,June,0,5260,5070,180,3.5,
19,County,Montgomery County,2015,May,0,5150,4970,180,3.5,
19,County,Montgomery County,2015,April,0,5120,4960,160,3.2,
19,County,Montgomery County,2015,March,0,5110,4920,190,3.8,
19,County,Montgomery County,2015,February,0,5140,4940,200,3.8,
19,County,Montgomery County,2015,January,0,5150,4940,210,4.1,
19,County,Montgomery County,2014,December,0,5070,4890,180,3.6,
19,County,Montgomery County,2014,November,0,5160,4970,180,3.6,
19,County,Montgomery County,2014,October,0,5240,5060,180,3.4,
19,County,Montgomery County,2014,September,0,5230,5040,190,3.6,
19,County,Montgomery County,2014,August,0,5210,5010,210,3.9,
19,County,Montgomery County,2014,July,0,5280,5060,220,4.2,
19,County,Montgomery County,2014,June,0,5270,5060,210,4,
19,County,Montgomery County,2014,May,0,5120,4920,200,3.8,
19,County,Montgomery County,2014,April,0,5120,4920,190,3.8,
19,County,Montgomery County,2014,March,0,5080,4820,250,5,
19,County,Montgomery County,2014,February,0,5080,4820,260,5.1,
19,County,Montgomery County,2014,January,0,5100,4830,270,5.3,
19,County,Montgomery County,2013,December,0,5060,4830,230,4.5,
19,County,Montgomery County,2013,November,0,5070,4850,220,4.3,
19,County,Montgomery County,2013,October,0,5090,4870,220,4.4,
19,County,Montgomery County,2013,September,0,5180,4940,240,4.6,
19,County,Montgomery County,2013,August,0,5220,4960,260,4.9,
19,County,Montgomery County,2013,July,0,5330,5070,270,5,
19,County,Montgomery County,2013,June,0,5270,5000,270,5,
19,County,Montgomery County,2013,May,0,5100,4860,230,4.6,
19,County,Montgomery County,2013,April,0,5060,4820,240,4.7,
19,County,Montgomery County,2013,March,0,5030,4780,260,5.1,
19,County,Montgomery County,2013,February,0,5070,4790,280,5.5,
19,County,Montgomery County,2013,January,0,5080,4770,310,6.1,
19,County,Montgomery County,2012,December,0,5060,4800,260,5.1,
19,County,Montgomery County,2012,November,0,5090,4840,250,4.9,
19,County,Montgomery County,2012,October,0,5070,4810,260,5,
19,County,Montgomery County,2012,September,0,5060,4820,250,4.8,
19,County,Montgomery County,2012,August,0,5070,4810,260,5.2,
19,County,Montgomery County,2012,July,0,5150,4880,270,5.3,
19,County,Montgomery County,2012,June,0,5100,4840,270,5.2,
19,County,Montgomery County,2012,May,0,5000,4760,240,4.8,
19,County,Montgomery County,2012,April,0,5000,4760,240,4.8,
19,County,Montgomery County,2012,March,0,5010,4740,260,5.3,
19,County,Montgomery County,2012,February,0,4990,4730,260,5.3,
19,County,Montgomery County,2012,January,0,5020,4750,270,5.5,
19,County,Montgomery County,2011,December,0,4950,4680,270,5.5,
19,County,Montgomery County,2011,November,0,4990,4740,250,5.1,
19,County,Montgomery County,2011,October,0,4990,4730,260,5.2,
19,County,Montgomery County,2011,September,0,5040,4750,280,5.6,
19,County,Montgomery County,2011,August,0,5070,4780,300,5.9,
19,County,Montgomery County,2011,July,0,5140,4850,290,5.7,
19,County,Montgomery County,2011,June,0,5160,4840,320,6.1,
19,County,Montgomery County,2011,May,0,5040,4750,290,5.7,
19,County,Montgomery County,2011,April,0,5040,4760,290,5.7,
19,County,Montgomery County,2011,March,0,5070,4750,320,6.4,
19,County,Montgomery County,2011,February,0,5070,4720,350,6.9,
19,County,Montgomery County,2011,January,0,5110,4720,390,7.6,
19,County,Montgomery County,2010,December,0,5150,4720,430,8.4,
19,County,Montgomery County,2010,November,0,5180,4740,440,8.5,
19,County,Montgomery County,2010,October,0,5180,4750,430,8.3,
19,County,Montgomery County,2010,September,0,5150,4710,440,8.5,
19,County,Montgomery County,2010,August,0,5220,4760,460,8.8,
19,County,Montgomery County,2010,July,0,5320,4840,480,9,
19,County,Montgomery County,2010,June,0,5340,4980,360,6.8,
19,County,Montgomery County,2010,May,0,5280,4920,350,6.7,
19,County,Montgomery County,2010,April,0,5340,4960,380,7.1,
19,County,Montgomery County,2010,March,0,5260,4830,430,8.2,
19,County,Montgomery County,2010,February,0,5220,4750,470,9,
19,County,Montgomery County,2010,January,0,5210,4720,490,9.4,
19,County,Montgomery County,2009,December,0,5030,4590,450,8.8,
19,County,Montgomery County,2009,November,0,5060,4630,430,8.4,
19,County,Montgomery County,2009,October,0,5100,4660,440,8.6,
19,County,Montgomery County,2009,September,0,5090,4660,430,8.4,
19,County,Montgomery County,2009,August,0,5220,4760,460,8.7,
19,County,Montgomery County,2009,July,0,5300,4830,470,8.8,
19,County,Montgomery County,2009,June,0,5410,4910,500,9.3,
19,County,Montgomery County,2009,May,0,5310,4830,480,9.1,
19,County,Montgomery County,2009,April,0,5310,4800,510,9.5,
19,County,Montgomery County,2009,March,0,5330,4790,550,10.3,
19,County,Montgomery County,2009,February,0,5350,4880,470,8.7,
19,County,Montgomery County,2009,January,0,5360,4910,460,8.5,
19,County,Montgomery County,2008,December,0,5300,4930,380,7.1,
19,County,Montgomery County,2008,November,0,5360,5050,310,5.8,
19,County,Montgomery County,2008,October,0,5400,5120,280,5.1,
19,County,Montgomery County,2008,September,0,5320,5040,270,5.1,
19,County,Montgomery County,2008,August,0,5410,5140,280,5.1,
19,County,Montgomery County,2008,July,0,5530,5230,290,5.3,
19,County,Montgomery County,2008,June,0,5560,5250,300,5.5,
19,County,Montgomery County,2008,May,0,5480,5170,310,5.6,
19,County,Montgomery County,2008,April,0,5420,5140,280,5.2,
19,County,Montgomery County,2008,March,0,5380,5040,350,6.4,
19,County,Montgomery County,2008,February,0,5390,5070,320,5.9,
19,County,Montgomery County,2008,January,0,5490,5160,330,6,
19,County,Montgomery County,2007,December,0,5490,5170,320,5.8,
19,County,Montgomery County,2007,November,0,5540,5230,310,5.5,
19,County,Montgomery County,2007,October,0,5550,5230,320,5.7,
19,County,Montgomery County,2007,September,0,5460,5120,340,6.1,
19,County,Montgomery County,2007,August,0,5520,5170,350,6.4,
19,County,Montgomery County,2007,July,0,5620,5250,370,6.5,
19,County,Montgomery County,2007,June,0,5660,5290,370,6.5,
19,County,Montgomery County,2007,May,0,5530,5190,340,6.2,
19,County,Montgomery County,2007,April,0,5590,5220,370,6.6,
19,County,Montgomery County,2007,March,0,5560,5220,350,6.3,
19,County,Montgomery County,2007,February,0,5550,5190,360,6.4,
19,County,Montgomery County,2007,January,0,5660,5280,380,6.7,
19,County,Montgomery County,2006,December,0,5680,5320,360,6.3,
19,County,Montgomery County,2006,November,0,5630,5300,330,5.9,
19,County,Montgomery County,2006,October,0,5660,5340,320,5.6,
19,County,Montgomery County,2006,September,0,5790,5470,320,5.4,
19,County,Montgomery County,2006,August,0,5850,5460,390,6.6,
19,County,Montgomery County,2006,July,0,5920,5520,400,6.7,
19,County,Montgomery County,2006,June,0,5870,5510,360,6.1,
19,County,Montgomery County,2006,May,0,5770,5470,300,5.1,
19,County,Montgomery County,2006,April,0,5820,5510,310,5.3,
19,County,Montgomery County,2006,March,0,5960,5700,250,4.2,
19,County,Montgomery County,2006,February,0,5990,5720,270,4.4,
19,County,Montgomery County,2006,January,0,6060,5790,270,4.5,
19,County,Montgomery County,2005,December,0,6010,5760,250,4.1,
19,County,Montgomery County,2005,November,0,5900,5670,230,3.9,
19,County,Montgomery County,2005,October,0,5880,5660,220,3.8,
19,County,Montgomery County,2005,September,0,5860,5620,240,4,
19,County,Montgomery County,2005,August,0,5900,5660,230,4,
19,County,Montgomery County,2005,July,0,5910,5600,310,5.2,
19,County,Montgomery County,2005,June,0,5940,5660,280,4.6,
19,County,Montgomery County,2005,May,0,5810,5550,260,4.5,
19,County,Montgomery County,2005,April,0,5840,5590,250,4.2,
19,County,Montgomery County,2005,March,0,5750,5480,270,4.7,
19,County,Montgomery County,2005,February,0,5720,5450,270,4.7,
19,County,Montgomery County,2005,January,0,5670,5400,270,4.7,
19,County,Montgomery County,2004,December,0,5610,5370,230,4.2,
19,County,Montgomery County,2004,November,0,5620,5390,230,4,
19,County,Montgomery County,2004,October,0,5580,5370,200,3.7,
